name,sname,m,n,K_f,K_l,K_q,K_s,fp,fd,fL,fU,fU-fL,mu_fU_fL,ts,tL,tL/ts,tU,tU/ts
vibra1,sedumi,36,661,0,1,0,1,-40.819,-40.819,-40.819,-40.819,1.9687e-06,4.8229e-08,1.144,0.94472,0.82579,0.96643,0.84477
vibra2,csdp,144,9553,0,1,0,1,-166.0153,-166.0154,-Inf,Inf,Inf,NaN,2.5756,2.5368,0.98495,2.5287,0.98181
vibra2,sdpa,144,9553,0,1,0,1,-165.934,-166.021,-166.021,Inf,Inf,NaN,4.3164,0.035307,0.0081798,44.8018,10.3795
vibra2,sdpt3,144,9553,0,1,0,1,-166.0153,-166.0154,-166.0154,-166.0153,3.0922e-05,1.8626e-07,1.8861,0.035563,0.018855,0.047822,0.025355
vibra2,sedumi,144,9553,0,1,0,1,-166.0153,-166.0153,-166.0154,-166.0153,7.8772e-05,4.7449e-07,2.7567,2.8435,1.0315,2.8564,1.0362
vibra3,csdp,544,103585,0,1,0,1,-172.613,-172.613,-Inf,Inf,Inf,NaN,81.5733,75.7807,0.92899,75.9055,0.93052
vibra3,sdpa,544,103585,0,1,0,1,-172.6142,-172.5957,-172.6225,Inf,Inf,NaN,50.6937,51.2386,1.0107,461.4895,9.1035
vibra3,sdpt3,544,103585,0,1,0,1,-172.6124,-172.6132,-172.6132,Inf,Inf,NaN,8.6738,0.17395,0.020055,8.838,1.0189
vibra3,sedumi,544,103585,0,1,0,1,-172.6128,-172.6128,-172.6132,-172.6128,0.00035545,2.0592e-06,48.2785,48.7585,1.0099,0.20184,0.0041808
vibra4,csdp,1200,454129,0,1,0,1,-165.6132,-165.6132,-Inf,Inf,Inf,NaN,531.9994,515.8132,0.96957,526.112,0.98893
vibra4,sdpa,1200,454129,0,1,0,1,-165.6199,-165.6104,-165.617,Inf,Inf,NaN,263.012,530.0498,2.0153,2030.1515,7.7189
vibra4,sdpt3,1200,454129,0,1,0,1,-165.6131,-165.6133,-Inf,Inf,Inf,NaN,41.34,42.7932,1.0352,43.0463,1.0413
vibra4,sedumi,1200,454129,0,1,0,1,-165.6112,-165.6112,-165.6149,-165.6112,0.0037061,2.2378e-05,391.0607,392.4622,1.0036,1.1814,0.0030211
vibra5,csdp,3280,3104401,0,1,0,1,NaN,NaN,,,,,2245.1182,,,,
vibra5,sdpa,3280,3104401,0,1,0,1,-165.806,-165.907,-165.907,Inf,Inf,NaN,3143.554,19.0335,0.0060548,14137.9296,4.4974
vibra5,sdpt3,3280,3104401,0,1,0,1,-165.8972,-165.9044,-165.9044,Inf,Inf,NaN,436.7504,19.0779,0.043682,454.3481,1.0403
vibra5,sedumi,3280,3104401,0,1,0,1,-165.9005,-165.8968,-165.907,-165.9003,0.0067418,4.0637e-05,11181.5082,10955.1303,0.97975,11108.2792,0.99345
